domain,method,uncertainty_bin_index,uncertainty_bin,n_events,event_uncertainty_mean,event_uncertainty_min,event_uncertainty_max,avg_positive_rank,MRR,HR@5,HR@10,HR@20,NDCG@5,NDCG@10,NDCG@20
sports,proex,4,"Q05 [0.342921,0.488768]",2000,0.37207549702970294,0.3429207920792079,0.48876831683168315,46.646,0.0672892960538637,0.071,0.1305,0.2445,0.04474645035836782,0.06368077225434506,0.09218105398118595
sports,rlmrec,0,"Q01 [0.2,0.25297]",2000,0.2331045069306931,0.20000000000000004,0.252970297029703,36.603,0.1121388209978915,0.141,0.204,0.321,0.09455595294068132,0.11485164640075561,0.14374237475314203
sports,rlmrec,1,"Q02 [0.25297,0.281733]",2000,0.267726896039604,0.252970297029703,0.28173267326732676,38.934,0.10425692238741918,0.126,0.1935,0.315,0.08483053583130365,0.10647196990088216,0.13668241953475366
sports,rlmrec,2,"Q03 [0.281733,0.310495]",2000,0.29554631683168314,0.28173267326732676,0.3104950495049505,39.942,0.09428961517136603,0.124,0.201,0.3095,0.0766309414114772,0.10157578356251816,0.1284834079841699
sports,rlmrec,3,"Q04 [0.310497,0.342921]",2000,0.3260359594059406,0.3104970297029703,0.3429207920792079,40.246,0.09006435966569507,0.1085,0.175,0.2945,0.0698546170848621,0.09103312806544707,0.12105013004083791
sports,rlmrec,4,"Q05 [0.342921,0.488768]",2000,0.37207549702970294,0.3429207920792079,0.48876831683168315,42.1425,0.08527312472006535,0.1065,0.166,0.2645,0.06702989868840074,0.08615613888538218,0.11095328155142122
sports,ccrp_v3,-1,ALL,10000,0.2988978352475247,0.20000000000000004,0.48876831683168315,30.1335,0.20756582350031016,0.2745,0.3819,0.5172,0.19845140673482808,0.2328619758986009,0.2670062993241999
sports,llmemb,-1,ALL,10000,0.2988978352475247,0.20000000000000004,0.48876831683168315,30.1153,0.15388313355762076,0.2124,0.3384,0.49,0.13885272155602332,0.17950042152579318,0.21768683586414422
sports,proex,-1,ALL,10000,0.2988978352475247,0.20000000000000004,0.48876831683168315,45.0533,0.07426897148543395,0.0821,0.1527,0.2777,0.0516826555620881,0.07417226634971949,0.10540647147617482
sports,rlmrec,-1,ALL,10000,0.2988978352475247,0.20000000000000004,0.48876831683168315,39.5735,0.09720456858848743,0.1212,0.1879,0.3009,0.07858038919134501,0.10001773336299703,0.12818232277286495
toys,ccrp_v3,0,"Q01 [0.199962,0.288812]",2000,0.24673537425742575,0.19996237623762378,0.28881188118811885,20.5825,0.4488202446173283,0.558,0.618,0.683,0.4617259889656861,0.4811136795487115,0.4974679733283926
toys,ccrp_v3,1,"Q02 [0.288812,0.334657]",2000,0.3142350306930693,0.28881188118811885,0.33465742574257423,29.6185,0.26766078007542266,0.337,0.418,0.5265,0.26360871183723517,0.28991698506817654,0.31711731069874344
toys,ccrp_v3,2,"Q03 [0.334659,0.364311]",2000,0.3499624247524753,0.33465940594059407,0.3643108910891089,32.447,0.20041953425173892,0.2595,0.3415,0.468,0.1913484885929651,0.21802358692717824,0.24982857991247612
toys,ccrp_v3,3,"Q04 [0.364311,0.394703]",2000,0.37893150693069305,0.3643108910891089,0.3947029702970297,34.5125,0.17465714622892825,0.217,0.3,0.4215,0.1610054468118907,0.1876312771515373,0.21834526740739915
toys,ccrp_v3,4,"Q05 [0.394752,0.512475]",2000,0.4204363861386139,0.3947524752475247,0.5124752475247525,33.575,0.15996703913025723,0.2145,0.3045,0.4305,0.1482633686512024,0.17730746414928414,0.20894689764595872
toys,llmemb,0,"Q01 [0.199962,0.288812]",2000,0.24673537425742575,0.19996237623762378,0.28881188118811885,21.0495,0.32192172511844,0.457,0.57,0.68,0.33329115691443795,0.36987016420018515,0.3976036444193749
toys,llmemb,1,"Q02 [0.288812,0.334657]",2000,0.3142350306930693,0.28881188118811885,0.33465742574257423,30.2835,0.18499640051175953,0.262,0.367,0.49,0.17858540161993705,0.2122713142857854,0.2430190102126014
toys,llmemb,2,"Q03 [0.334659,0.364311]",2000,0.3499624247524753,0.33465940594059407,0.3643108910891089,32.255,0.14555949052551329,0.198,0.303,0.4485,0.13072364741534345,0.16461619059480181,0.20137999491505473
toys,llmemb,3,"Q04 [0.364311,0.394703]",2000,0.37893150693069305,0.3643108910891089,0.3947029702970297,33.7555,0.13150098795857065,0.1645,0.2585,0.4145,0.1122624260638105,0.1422523201777852,0.1814335916617288
toys,llmemb,4,"Q05 [0.394752,0.512475]",2000,0.4204363861386139,0.3947524752475247,0.5124752475247525,34.3665,0.1229234550278181,0.168,0.254,0.4,0.10774303173084791,0.13524230970813814,0.17183781338219467
toys,proex,0,"Q01 [0.199962,0.288812]",2000,0.24673537425742575,0.19996237623762378,0.28881188118811885,36.634,0.09785397742283428,0.106,0.1955,0.3755,0.07105396687971145,0.09947761682810603,0.14477934610705653
toys,proex,1,"Q02 [0.288812,0.334657]",2000,0.3142350306930693,0.28881188118811885,0.33465742574257423,44.857,0.07800254893871902,0.087,0.1625,0.282,0.055688999485831864,0.07946012023593466,0.10927518180316377
toys,proex,2,"Q03 [0.334659,0.364311]",2000,0.3499624247524753,0.33465940594059407,0.3643108910891089,43.677,0.08191888399504804,0.0935,0.1655,0.302,0.059910003468875844,0.0828004132149594,0.11697143525729008
toys,proex,3,"Q04 [0.364311,0.394703]",2000,0.37893150693069305,0.3643108910891089,0.3947029702970297,46.3665,0.07489601285109494,0.0815,0.141,0.27,0.053090396552797965,0.07202473177257096,0.10419686097630637
toys,proex,4,"Q05 [0.394752,0.512475]",2000,0.4204363861386139,0.3947524752475247,0.5124752475247525,46.48,0.07341214441953682,0.0795,0.143,0.279,0.050962705437869966,0.07132246976920545,0.10516266677320371
toys,rlmrec,0,"Q01 [0.199962,0.288812]",2000,0.24673537425742575,0.19996237623762378,0.28881188118811885,32.1855,0.13761249322491304,0.1565,0.207,0.337,0.11757860303203176,0.13387961915880253,0.16543912737126584
toys,rlmrec,1,"Q02 [0.288812,0.334657]",2000,0.3142350306930693,0.28881188118811885,0.33465742574257423,37.8525,0.10813354182144516,0.137,0.194,0.3095,0.09155837966847614,0.10965412524671396,0.13821394832083322
toys,rlmrec,2,"Q03 [0.334659,0.364311]",2000,0.3499624247524753,0.33465940594059407,0.3643108910891089,40.17,0.1011985422825764,0.121,0.187,0.2985,0.08192035304868937,0.10302606311074772,0.13098374527565976
toys,rlmrec,3,"Q04 [0.364311,0.394703]",2000,0.37893150693069305,0.3643108910891089,0.3947029702970297,41.4305,0.08887586511640759,0.108,0.169,0.2835,0.06938055338527813,0.08898494322656449,0.11763560040206157
toys,rlmrec,4,"Q05 [0.394752,0.512475]",2000,0.4204363861386139,0.3947524752475247,0.5124752475247525,41.457,0.09340594903871732,0.118,0.1855,0.2965,0.07536350769012705,0.096998807033433,0.12472620013335205
toys,ccrp_v3,-1,ALL,10000,0.3420601445544555,0.19996237623762378,0.5124752475247525,30.1471,0.25030494886073507,0.3172,0.3964,0.5059,0.2451904009717959,0.2707985985689775,0.298341205798594
toys,llmemb,-1,ALL,10000,0.3420601445544555,0.19996237623762378,0.5124752475247525,30.342,0.1813804118284203,0.2499,0.3505,0.4866,0.17252113274887534,0.20485045979333918,0.2390548109181909
toys,proex,-1,ALL,10000,0.3420601445544555,0.19996237623762378,0.5124752475247525,43.6029,0.08121671352544661,0.0895,0.1615,0.3017,0.05814121436501742,0.0810170703641553,0.11607709818340409
toys,rlmrec,-1,ALL,10000,0.3420601445544555,0.19996237623762378,0.5124752475247525,38.6191,0.10584527829681192,0.1281,0.1885,0.305,0.08716027936492049,0.10650871155525234,0.1353997243006345
home,ccrp_v3,0,"Q01 [0.199962,0.272277]",2000,0.24954264851485147,0.19996237623762378,0.2722772277227723,38.7895,0.163806852590364,0.208,0.274,0.3855,0.15308545493570097,0.17441087649482664,0.2021424480342687
home,ccrp_v3,1,"Q02 [0.272279,0.297327]",2000,0.28546824950495053,0.2722792079207921,0.2973267326732673,40.057,0.12654305793006188,0.158,0.24,0.367,0.1095847827602126,0.13612183915530193,0.16816626080918312
home,ccrp_v3,2,"Q03 [0.297327,0.316982]",2000,0.3074597653465347,0.2973267326732673,0.31698217821782176,41.6115,0.1184382749725772,0.1385,0.203,0.3405,0.0998063021177062,0.12044053165229889,0.15486563001483802
home,ccrp_v3,3,"Q04 [0.31703,0.336188]",2000,0.32630407029702974,0.31702970297029703,0.33618811881188115,39.5245,0.11867014065183067,0.1505,0.2225,0.3415,0.10255580014307332,0.12556134498766808,0.15540402217783197
home,ccrp_v3,4,"Q05 [0.33619,0.457756]",2000,0.3537644920792079,0.336190099009901,0.4577564356435644,41.6445,0.10228061615601197,0.1255,0.1925,0.318,0.08386854108052723,0.10543644753688713,0.13697731814789546
home,llmemb,0,"Q01 [0.199962,0.272277]",2000,0.24954264851485147,0.19996237623762378,0.2722772277227723,38.928,0.10813615777154643,0.1365,0.219,0.349,0.08962113400574677,0.11601350518942499,0.14857112570190265
home,llmemb,1,"Q02 [0.272279,0.297327]",2000,0.28546824950495053,0.2722792079207921,0.2973267326732673,41.1135,0.09027414987289907,0.113,0.179,0.316,0.07117824842593658,0.09244603640563831,0.12651135438126848
home,llmemb,2,"Q03 [0.297327,0.316982]",2000,0.3074597653465347,0.2973267326732673,0.31698217821782176,41.493,0.0866041435695596,0.101,0.186,0.322,0.06399648988268004,0.09130175763228213,0.12543795430390203
home,llmemb,3,"Q04 [0.31703,0.336188]",2000,0.32630407029702974,0.31702970297029703,0.33618811881188115,40.728,0.0833216438447238,0.096,0.173,0.3035,0.060747031381625134,0.08532474295722474,0.11789551294566072
home,llmemb,4,"Q05 [0.33619,0.457756]",2000,0.3537644920792079,0.336190099009901,0.4577564356435644,42.19,0.08227733795582995,0.093,0.171,0.294,0.0594360446589087,0.08444460712077997,0.11529684380940977
home,proex,0,"Q01 [0.199962,0.272277]",2000,0.24954264851485147,0.19996237623762378,0.2722772277227723,46.6435,0.06520707614746303,0.0705,0.1425,0.271,0.04175030858593969,0.06474066562534998,0.09694496076716348
home,proex,1,"Q02 [0.272279,0.297327]",2000,0.28546824950495053,0.2722792079207921,0.2973267326732673,48.607,0.05885248780450017,0.0575,0.1195,0.2295,0.03510843680082879,0.05495106582365215,0.08248539762769652
home,proex,2,"Q03 [0.297327,0.316982]",2000,0.3074597653465347,0.2973267326732673,0.31698217821782176,49.6095,0.05671413422838121,0.058,0.104,0.214,0.03492954058198831,0.04964738798200385,0.07728601573486756
home,proex,3,"Q04 [0.31703,0.336188]",2000,0.32630407029702974,0.31702970297029703,0.33618811881188115,49.148,0.05727770402868999,0.056,0.1145,0.2185,0.034039990297486396,0.052700705746347096,0.07880365129586855
home,proex,4,"Q05 [0.33619,0.457756]",2000,0.3537644920792079,0.336190099009901,0.4577564356435644,48.8715,0.0586149223538912,0.061,0.108,0.215,0.03731461304998993,0.052297423324127956,0.07898301802975735
home,rlmrec,0,"Q01 [0.199962,0.272277]",2000,0.24954264851485147,0.19996237623762378,0.2722772277227723,43.153,0.06958510127396758,0.0765,0.149,0.2845,0.04564687832181162,0.06886648190242807,0.10247006472826789
home,rlmrec,1,"Q02 [0.272279,0.297327]",2000,0.28546824950495053,0.2722792079207921,0.2973267326732673,45.43,0.06418440204435684,0.067,0.1205,0.253,0.04091204183290258,0.058032028565958474,0.09112158962493072
home,rlmrec,2,"Q03 [0.297327,0.316982]",2000,0.3074597653465347,0.2973267326732673,0.31698217821782176,45.966,0.0656854151504276,0.0705,0.121,0.23,0.044105468236519854,0.06010060618523366,0.08721595922585007
home,rlmrec,3,"Q04 [0.31703,0.336188]",2000,0.32630407029702974,0.31702970297029703,0.33618811881188115,46.3325,0.06146496543958016,0.069,0.128,0.2285,0.040043241998377575,0.05886942869708651,0.08408706885497724
home,rlmrec,4,"Q05 [0.33619,0.457756]",2000,0.3537644920792079,0.336190099009901,0.4577564356435644,46.259,0.05895034963700519,0.0595,0.1155,0.2295,0.035632142415297864,0.053481328575886666,0.0817159034289605
home,ccrp_v3,-1,ALL,10000,0.30450784514851487,0.19996237623762378,0.4577564356435644,40.3254,0.12594778846016913,0.1561,0.2264,0.3505,0.10978017620744406,0.13239420796539653,0.16351113583680346
home,llmemb,-1,ALL,10000,0.30450784514851487,0.19996237623762378,0.4577564356435644,40.8905,0.09012268660291177,0.1079,0.1856,0.3169,0.06899578967097945,0.09390612986107003,0.12674255822842873
home,proex,-1,ALL,10000,0.30450784514851487,0.19996237623762378,0.4577564356435644,48.5759,0.059333264912585115,0.0606,0.1177,0.2296,0.03662857786324662,0.054867449700296195,0.08290060869107069
home,rlmrec,-1,ALL,10000,0.30450784514851487,0.19996237623762378,0.4577564356435644,45.4281,0.06397404670906748,0.0685,0.1268,0.2451,0.0412679545609819,0.059869974785318664,0.08932211717259728
tools,ccrp_v3,0,"Q01 [0.2,0.247873]",2000,0.2304584188118812,0.20000000000000004,0.24787326732673268,35.623,0.19691303750189648,0.24,0.3105,0.4225,0.1855428060101214,0.2082490053499817,0.23620832586830712
tools,ccrp_v3,1,"Q02 [0.247875,0.26936]",2000,0.25910351683168314,0.24787524752475246,0.269360396039604,37.6505,0.16270730446491974,0.2005,0.285,0.3915,0.14847102904076648,0.17553951603804813,0.2024841672126359
tools,ccrp_v3,2,"Q03 [0.269406,0.288861]",2000,0.27896429504950493,0.2694059405940594,0.2888613861386139,37.5585,0.16117242930845746,0.202,0.2725,0.406,0.1483051802165759,0.17080017270046197,0.20409202882460004
tools,ccrp_v3,3,"Q04 [0.288861,0.311289]",2000,0.2995959217821782,0.2888613861386139,0.3112891089108911,38.055,0.14134390730324703,0.1805,0.262,0.3985,0.12667603113980636,0.15266138228307352,0.1868611829723409
tools,ccrp_v3,4,"Q05 [0.311289,0.414158]",2000,0.33020886732673266,0.3112891089108911,0.41415841584158414,40.719,0.11715955031896787,0.1455,0.218,0.347,0.10032374890130408,0.12332757626813141,0.15555363221573185
tools,llmemb,0,"Q01 [0.2,0.247873]",2000,0.2304584188118812,0.20000000000000004,0.24787326732673268,35.381,0.1284683863451299,0.1645,0.2615,0.402,0.11044876832589116,0.14154946607297678,0.17684418498798304
tools,llmemb,1,"Q02 [0.247875,0.26936]",2000,0.25910351683168314,0.24787524752475246,0.269360396039604,38.1855,0.11135106202142993,0.139,0.226,0.3605,0.09200144383282081,0.11990006130362468,0.1536623411456316
tools,llmemb,2,"Q03 [0.269406,0.288861]",2000,0.27896429504950493,0.2694059405940594,0.2888613861386139,37.7005,0.10348642869244708,0.138,0.229,0.373,0.08540438967629048,0.11436677449201468,0.1504829066838672
tools,llmemb,3,"Q04 [0.288861,0.311289]",2000,0.2995959217821782,0.2888613861386139,0.3112891089108911,37.8255,0.09906476223491227,0.12,0.2125,0.3495,0.07710127355660182,0.10670825756220036,0.14092661649995944
tools,llmemb,4,"Q05 [0.311289,0.414158]",2000,0.33020886732673266,0.3112891089108911,0.41415841584158414,39.86,0.09009709420112187,0.121,0.1995,0.3335,0.07233324569568071,0.09719298920951745,0.13061615762905338
tools,proex,0,"Q01 [0.2,0.247873]",2000,0.2304584188118812,0.20000000000000004,0.24787326732673268,46.6475,0.06459835319593683,0.0675,0.1295,0.256,0.04100830986551074,0.061017784616025576,0.09266764356736647
tools,proex,1,"Q02 [0.247875,0.26936]",2000,0.25910351683168314,0.24787524752475246,0.269360396039604,47.4165,0.06078480797903922,0.059,0.12,0.234,0.03677015631040592,0.05620574604910887,0.08458247516760113
tools,proex,2,"Q03 [0.269406,0.288861]",2000,0.27896429504950493,0.2694059405940594,0.2888613861386139,49.1355,0.061311981775295434,0.0545,0.1125,0.2225,0.03664218172132665,0.05509064784314587,0.08255276087073937
tools,proex,3,"Q04 [0.288861,0.311289]",2000,0.2995959217821782,0.2888613861386139,0.3112891089108911,47.716,0.06159301058580536,0.0645,0.119,0.2335,0.03947185440549778,0.05699565133460421,0.08526034337772008
tools,proex,4,"Q05 [0.311289,0.414158]",2000,0.33020886732673266,0.3112891089108911,0.41415841584158414,48.3865,0.05530434529851402,0.0555,0.1075,0.2185,0.032516026995792494,0.0490720541466065,0.07681142559513891
tools,rlmrec,0,"Q01 [0.2,0.247873]",2000,0.2304584188118812,0.20000000000000004,0.24787326732673268,43.776,0.08181941216480312,0.0875,0.14,0.259,0.05977815725240796,0.07644280798454688,0.10601362923727993
tools,rlmrec,1,"Q02 [0.247875,0.26936]",2000,0.25910351683168314,0.24787524752475246,0.269360396039604,43.7035,0.07008103229270417,0.0735,0.124,0.243,0.04728525445619228,0.06352458256438723,0.09291875101791948
tools,rlmrec,2,"Q03 [0.269406,0.288861]",2000,0.27896429504950493,0.2694059405940594,0.2888613861386139,43.854,0.07599956561630172,0.087,0.14,0.2455,0.05564930504960644,0.07263455235391783,0.09885969380701318
tools,rlmrec,3,"Q04 [0.288861,0.311289]",2000,0.2995959217821782,0.2888613861386139,0.3112891089108911,45.376,0.06765434939138609,0.076,0.1415,0.2495,0.045842731453223706,0.06680674876665005,0.0936468912981838
tools,rlmrec,4,"Q05 [0.311289,0.414158]",2000,0.33020886732673266,0.3112891089108911,0.41415841584158414,45.896,0.0654488695790933,0.068,0.1315,0.2355,0.04231963236543531,0.0625345868725446,0.08852757834768618
tools,ccrp_v3,-1,ALL,10000,0.27966620396039604,0.20000000000000004,0.41415841584158414,37.9212,0.1558592457794977,0.1937,0.2696,0.3931,0.14186375906171486,0.16611553052793937,0.19703986741872317
tools,llmemb,-1,ALL,10000,0.27966620396039604,0.20000000000000004,0.41415841584158414,37.7905,0.10649354669900822,0.1365,0.2257,0.3637,0.087457824217457,0.11594350972806679,0.15050644138929894
tools,proex,-1,ALL,10000,0.27966620396039604,0.20000000000000004,0.41415841584158414,47.8604,0.06071849976691817,0.0602,0.1177,0.2329,0.037281705859706714,0.055676376797898205,0.0843749297157132
tools,rlmrec,-1,ALL,10000,0.27966620396039604,0.20000000000000004,0.41415841584158414,44.5211,0.07220064580885768,0.0784,0.1354,0.2465,0.05017501611537314,0.06838865570840931,0.09599330874161652
